id,channel,category,sales
189,2,Fresh ,8040
189,2,Milk ,7639
189,2,Grocery ,11687
189,2,Frozen ,2758
189,2,Deli ,404
189,2,Detergents ,6839
190,2,Fresh ,834
190,2,Milk ,11577
190,2,Grocery ,11522
190,2,Frozen ,275
190,2,Deli ,1856
190,2,Detergents ,4027
191,1,Fresh ,16936
191,1,Milk ,6250
191,1,Grocery ,1981
191,1,Frozen ,7332
191,1,Deli ,64
191,1,Detergents ,118
192,1,Fresh ,13624
192,1,Milk ,295
192,1,Grocery ,1381
192,1,Frozen ,890
192,1,Deli ,84
192,1,Detergents ,43
193,1,Fresh ,5509
193,1,Milk ,1461
193,1,Grocery ,2251
193,1,Frozen ,547
193,1,Deli ,409
193,1,Detergents ,187
194,2,Fresh ,180
194,2,Milk ,3485
194,2,Grocery ,20292
194,2,Frozen ,959
194,2,Deli ,666
194,2,Detergents ,5618
195,1,Fresh ,7107
195,1,Milk ,1012
195,1,Grocery ,2974
195,1,Frozen ,806
195,1,Deli ,1142
195,1,Detergents ,355
196,1,Fresh ,17023
196,1,Milk ,5139
196,1,Grocery ,5230
196,1,Frozen ,7888
196,1,Deli ,1755
196,1,Detergents ,330
274,1,Fresh ,36817
274,1,Milk ,3045
274,1,Grocery ,1493
274,1,Frozen ,4802
274,1,Deli ,1824
274,1,Detergents ,210
275,1,Fresh ,894
275,1,Milk ,1703
275,1,Grocery ,1841
275,1,Frozen ,744
275,1,Deli ,1153
275,1,Detergents ,759
276,1,Fresh ,680
276,1,Milk ,1610
276,1,Grocery ,223
276,1,Frozen ,862
276,1,Deli ,379
276,1,Detergents ,96
277,1,Fresh ,27901
277,1,Milk ,3749
277,1,Grocery ,6964
277,1,Frozen ,4479
277,1,Deli ,2503
277,1,Detergents ,603
278,1,Fresh ,9061
278,1,Milk ,829
278,1,Grocery ,683
278,1,Frozen ,16919
278,1,Deli ,139
278,1,Detergents ,621
279,1,Fresh ,11693
279,1,Milk ,2317
279,1,Grocery ,2543
279,1,Frozen ,5845
279,1,Deli ,1409
279,1,Detergents ,274
280,2,Fresh ,17360
280,2,Milk ,6200
280,2,Grocery ,9694
280,2,Frozen ,1293
280,2,Deli ,1721
280,2,Detergents ,3620
281,1,Fresh ,3366
281,1,Milk ,2884
281,1,Grocery ,2431
281,1,Frozen ,977
281,1,Deli ,1104
281,1,Detergents ,167
282,2,Fresh ,12238
282,2,Milk ,7108
282,2,Grocery ,6235
282,2,Frozen ,1093
282,2,Deli ,2079
282,2,Detergents ,2328
283,1,Fresh ,49063
283,1,Milk ,3965
283,1,Grocery ,4252
283,1,Frozen ,5970
283,1,Deli ,1404
283,1,Detergents ,1041
284,1,Fresh ,25767
284,1,Milk ,3613
284,1,Grocery ,2013
284,1,Frozen ,10303
284,1,Deli ,1384
284,1,Detergents ,314
285,1,Fresh ,68951
285,1,Milk ,4411
285,1,Grocery ,12609
285,1,Frozen ,8692
285,1,Deli ,2406
285,1,Detergents ,751
286,1,Fresh ,40254
286,1,Milk ,640
286,1,Grocery ,3600
286,1,Frozen ,1042
286,1,Deli ,18
286,1,Detergents ,436
287,1,Fresh ,7149
287,1,Milk ,2247
287,1,Grocery ,1242
287,1,Frozen ,1619
287,1,Deli ,128
287,1,Detergents ,1226
288,1,Fresh ,15354
288,1,Milk ,2102
288,1,Grocery ,2828
288,1,Frozen ,8366
288,1,Deli ,1027
288,1,Detergents ,386
289,1,Fresh ,16260
289,1,Milk ,594
289,1,Grocery ,1296
289,1,Frozen ,848
289,1,Deli ,258
289,1,Detergents ,445
290,1,Fresh ,42786
290,1,Milk ,286
290,1,Grocery ,471
290,1,Frozen ,1388
290,1,Deli ,22
290,1,Detergents ,32
291,1,Fresh ,2708
291,1,Milk ,2160
291,1,Grocery ,2642
291,1,Frozen ,502
291,1,Deli ,1522
291,1,Detergents ,965
292,1,Fresh ,6022
292,1,Milk ,3354
292,1,Grocery ,3261
292,1,Frozen ,2507
292,1,Deli ,686
292,1,Detergents ,212
293,1,Fresh ,2838
293,1,Milk ,3086
293,1,Grocery ,4329
293,1,Frozen ,3838
293,1,Deli ,1060
293,1,Detergents ,825
341,2,Fresh ,381
341,2,Milk ,4025
341,2,Grocery ,9670
341,2,Frozen ,388
341,2,Deli ,1371
341,2,Detergents ,7271
342,2,Fresh ,2320
342,2,Milk ,5763
342,2,Grocery ,11238
342,2,Frozen ,767
342,2,Deli ,2158
342,2,Detergents ,5162
343,1,Fresh ,255
343,1,Milk ,5758
343,1,Grocery ,5923
343,1,Frozen ,349
343,1,Deli ,1328
343,1,Detergents ,4595
344,2,Fresh ,1689
344,2,Milk ,6964
344,2,Grocery ,26316
344,2,Frozen ,1456
344,2,Deli ,37
344,2,Detergents ,15469
345,1,Fresh ,3043
345,1,Milk ,1172
345,1,Grocery ,1763
345,1,Frozen ,2234
345,1,Deli ,379
345,1,Detergents ,217
346,1,Fresh ,1198
346,1,Milk ,2602
346,1,Grocery ,8335
346,1,Frozen ,402
346,1,Deli ,303
346,1,Detergents ,3843
347,2,Fresh ,2771
347,2,Milk ,6939
347,2,Grocery ,15541
347,2,Frozen ,2693
347,2,Deli ,1115
347,2,Detergents ,6600
348,2,Fresh ,27380
348,2,Milk ,7184
348,2,Grocery ,12311
348,2,Frozen ,2809
348,2,Deli ,1022
348,2,Detergents ,4621
349,1,Fresh ,3428
349,1,Milk ,2380
349,1,Grocery ,2028
349,1,Frozen ,1341
349,1,Deli ,665
349,1,Detergents ,1184
350,2,Fresh ,5981
350,2,Milk ,14641
350,2,Grocery ,20521
350,2,Frozen ,2005
350,2,Deli ,445
350,2,Detergents ,12218
351,1,Fresh ,3521
351,1,Milk ,1099
351,1,Grocery ,1997
351,1,Frozen ,1796
351,1,Deli ,995
351,1,Detergents ,173
352,2,Fresh ,1210
352,2,Milk ,10044
352,2,Grocery ,22294
352,2,Frozen ,1741
352,2,Deli ,3137
352,2,Detergents ,12638
353,1,Fresh ,608
353,1,Milk ,1106
353,1,Grocery ,1533
353,1,Frozen ,830
353,1,Deli ,195
353,1,Detergents ,90
354,2,Fresh ,117
354,2,Milk ,6264
354,2,Grocery ,21203
354,2,Frozen ,228
354,2,Deli ,1111
354,2,Detergents ,8682
355,1,Fresh ,14039
355,1,Milk ,7393
355,1,Grocery ,2548
355,1,Frozen ,6386
355,1,Deli ,2341
355,1,Detergents ,1333
356,1,Fresh ,190
356,1,Milk ,727
356,1,Grocery ,2012
356,1,Frozen ,245
356,1,Deli ,127
356,1,Detergents ,184
357,1,Fresh ,22686
357,1,Milk ,134
357,1,Grocery ,218
357,1,Frozen ,3157
357,1,Deli ,548
357,1,Detergents ,9
358,2,Fresh ,37
358,2,Milk ,1275
358,2,Grocery ,22272
358,2,Frozen ,137
358,2,Deli ,110
358,2,Detergents ,6747
359,1,Fresh ,759
359,1,Milk ,18664
359,1,Grocery ,1660
359,1,Frozen ,6114
359,1,Deli ,4100
359,1,Detergents ,536
360,1,Fresh ,796
360,1,Milk ,5878
360,1,Grocery ,2109
360,1,Frozen ,340
360,1,Deli ,776
360,1,Detergents ,232
361,1,Fresh ,19746
361,1,Milk ,2872
361,1,Grocery ,2006
361,1,Frozen ,2601
361,1,Deli ,503
361,1,Detergents ,468
362,1,Fresh ,4734
362,1,Milk ,607
362,1,Grocery ,864
362,1,Frozen ,1206
362,1,Deli ,405
362,1,Detergents ,159
363,1,Fresh ,2121
363,1,Milk ,1601
363,1,Grocery ,2453
363,1,Frozen ,560
363,1,Deli ,712
363,1,Detergents ,179
364,1,Fresh ,4627
364,1,Milk ,997
364,1,Grocery ,4438
364,1,Frozen ,191
364,1,Deli ,314
364,1,Detergents ,1335
365,1,Fresh ,2615
365,1,Milk ,873
365,1,Grocery ,1524
365,1,Frozen ,1103
365,1,Deli ,468
365,1,Detergents ,514
366,2,Fresh ,4692
366,2,Milk ,6128
366,2,Grocery ,8025
366,2,Frozen ,1619
366,2,Deli ,3105
366,2,Detergents ,4515
367,1,Fresh ,9561
367,1,Milk ,2217
367,1,Grocery ,1664
367,1,Frozen ,1173
367,1,Deli ,447
367,1,Detergents ,222
368,1,Fresh ,3477
368,1,Milk ,894
368,1,Grocery ,534
368,1,Frozen ,1457
368,1,Deli ,342
368,1,Detergents ,252
369,1,Fresh ,22335
369,1,Milk ,1196
369,1,Grocery ,2406
369,1,Frozen ,2046
369,1,Deli ,558
369,1,Detergents ,101
370,1,Fresh ,6211
370,1,Milk ,337
370,1,Grocery ,683
370,1,Frozen ,1089
370,1,Deli ,296
370,1,Detergents ,41
371,2,Fresh ,39679
371,2,Milk ,3944
371,2,Grocery ,4955
371,2,Frozen ,1364
371,2,Deli ,2235
371,2,Detergents ,523
372,1,Fresh ,20105
372,1,Milk ,1887
372,1,Grocery ,1939
372,1,Frozen ,8164
372,1,Deli ,790
372,1,Detergents ,716
373,1,Fresh ,3884
373,1,Milk ,3801
373,1,Grocery ,1641
373,1,Frozen ,876
373,1,Deli ,4829
373,1,Detergents ,397
374,2,Fresh ,15076
374,2,Milk ,6257
374,2,Grocery ,7398
374,2,Frozen ,1504
374,2,Deli ,3113
374,2,Detergents ,1916
375,1,Fresh ,6338
375,1,Milk ,2256
375,1,Grocery ,1668
375,1,Frozen ,1492
375,1,Deli ,686
375,1,Detergents ,311
376,1,Fresh ,5841
376,1,Milk ,1450
376,1,Grocery ,1162
376,1,Frozen ,597
376,1,Deli ,70
376,1,Detergents ,476
377,2,Fresh ,3136
377,2,Milk ,8630
377,2,Grocery ,13586
377,2,Frozen ,5641
377,2,Deli ,1426
377,2,Detergents ,4666
378,1,Fresh ,38793
378,1,Milk ,3154
378,1,Grocery ,2648
378,1,Frozen ,1034
378,1,Deli ,1242
378,1,Detergents ,96
379,1,Fresh ,3225
379,1,Milk ,3294
379,1,Grocery ,1902
379,1,Frozen ,282
379,1,Deli ,1114
379,1,Detergents ,68
380,2,Fresh ,4048
380,2,Milk ,5164
380,2,Grocery ,10391
380,2,Frozen ,130
380,2,Deli ,179
380,2,Detergents ,813
381,1,Fresh ,28257
381,1,Milk ,944
381,1,Grocery ,2146
381,1,Frozen ,3881
381,1,Deli ,270
381,1,Detergents ,600
382,1,Fresh ,17770
382,1,Milk ,4591
382,1,Grocery ,1617
382,1,Frozen ,9927
382,1,Deli ,532
382,1,Detergents ,246
383,1,Fresh ,34454
383,1,Milk ,7435
383,1,Grocery ,8469
383,1,Frozen ,2540
383,1,Deli ,2893
383,1,Detergents ,1711
384,1,Fresh ,1821
384,1,Milk ,1364
384,1,Grocery ,3450
384,1,Frozen ,4006
384,1,Deli ,361
384,1,Detergents ,397
385,1,Fresh ,10683
385,1,Milk ,21858
385,1,Grocery ,15400
385,1,Frozen ,3635
385,1,Deli ,5120
385,1,Detergents ,282
386,1,Fresh ,11635
386,1,Milk ,922
386,1,Grocery ,1614
386,1,Frozen ,2583
386,1,Deli ,1068
386,1,Detergents ,192
387,1,Fresh ,1206
387,1,Milk ,3620
387,1,Grocery ,2857
387,1,Frozen ,1945
387,1,Deli ,967
387,1,Detergents ,353
388,1,Fresh ,20918
388,1,Milk ,1916
388,1,Grocery ,1573
388,1,Frozen ,1960
388,1,Deli ,961
388,1,Detergents ,231
389,1,Fresh ,9785
389,1,Milk ,848
389,1,Grocery ,1172
389,1,Frozen ,1677
389,1,Deli ,406
389,1,Detergents ,200
390,1,Fresh ,9385
390,1,Milk ,1530
390,1,Grocery ,1422
390,1,Frozen ,3019
390,1,Deli ,684
390,1,Detergents ,227
391,1,Fresh ,3352
391,1,Milk ,1181
391,1,Grocery ,1328
391,1,Frozen ,5502
391,1,Deli ,1000
391,1,Detergents ,311
392,1,Fresh ,2647
392,1,Milk ,2761
392,1,Grocery ,2313
392,1,Frozen ,907
392,1,Deli ,1827
392,1,Detergents ,95
393,1,Fresh ,518
393,1,Milk ,4180
393,1,Grocery ,3600
393,1,Frozen ,659
393,1,Deli ,654
393,1,Detergents ,122
394,1,Fresh ,23632
394,1,Milk ,6730
394,1,Grocery ,3842
394,1,Frozen ,8620
394,1,Deli ,819
394,1,Detergents ,385
395,1,Fresh ,12377
395,1,Milk ,865
395,1,Grocery ,3204
395,1,Frozen ,1398
395,1,Deli ,452
395,1,Detergents ,149
396,1,Fresh ,9602
396,1,Milk ,1316
396,1,Grocery ,1263
396,1,Frozen ,2921
396,1,Deli ,290
396,1,Detergents ,841
397,2,Fresh ,4515
397,2,Milk ,11991
397,2,Grocery ,9345
397,2,Frozen ,2644
397,2,Deli ,2213
397,2,Detergents ,3378
398,1,Fresh ,11535
398,1,Milk ,1666
398,1,Grocery ,1428
398,1,Frozen ,6838
398,1,Deli ,743
398,1,Detergents ,64
399,1,Fresh ,11442
399,1,Milk ,1032
399,1,Grocery ,582
399,1,Frozen ,5390
399,1,Deli ,247
399,1,Detergents ,74
400,1,Fresh ,9612
400,1,Milk ,577
400,1,Grocery ,935
400,1,Frozen ,1601
400,1,Deli ,375
400,1,Detergents ,469
401,1,Fresh ,4446
401,1,Milk ,906
401,1,Grocery ,1238
401,1,Frozen ,3576
401,1,Deli ,1014
401,1,Detergents ,153
402,1,Fresh ,27167
402,1,Milk ,2801
402,1,Grocery ,2128
402,1,Frozen ,13223
402,1,Deli ,1902
402,1,Detergents ,92
403,1,Fresh ,26539
403,1,Milk ,4753
403,1,Grocery ,5091
403,1,Frozen ,220
403,1,Deli ,340
403,1,Detergents ,10
404,1,Fresh ,25606
404,1,Milk ,11006
404,1,Grocery ,4604
404,1,Frozen ,127
404,1,Deli ,288
404,1,Detergents ,632
405,1,Fresh ,18073
405,1,Milk ,4613
405,1,Grocery ,3444
405,1,Frozen ,4324
405,1,Deli ,715
405,1,Detergents ,914
406,1,Fresh ,6884
406,1,Milk ,1046
406,1,Grocery ,1167
406,1,Frozen ,2069
406,1,Deli ,378
406,1,Detergents ,593
407,1,Fresh ,25066
407,1,Milk ,5010
407,1,Grocery ,5026
407,1,Frozen ,9806
407,1,Deli ,960
407,1,Detergents ,1092
408,2,Fresh ,7362
408,2,Milk ,12844
408,2,Grocery ,18683
408,2,Frozen ,2854
408,2,Deli ,553
408,2,Detergents ,7883
409,2,Fresh ,8257
409,2,Milk ,3880
409,2,Grocery ,6407
409,2,Frozen ,1646
409,2,Deli ,344
409,2,Detergents ,2730
410,1,Fresh ,8708
410,1,Milk ,3634
410,1,Grocery ,6100
410,1,Frozen ,2349
410,1,Deli ,5137
410,1,Detergents ,2123
411,1,Fresh ,6633
411,1,Milk ,2096
411,1,Grocery ,4563
411,1,Frozen ,1389
411,1,Deli ,1892
411,1,Detergents ,1860
412,1,Fresh ,2126
412,1,Milk ,3289
412,1,Grocery ,3281
412,1,Frozen ,1535
412,1,Deli ,4365
412,1,Detergents ,235
413,1,Fresh ,97
413,1,Milk ,3605
413,1,Grocery ,12400
413,1,Frozen ,98
413,1,Deli ,62
413,1,Detergents ,2970
414,1,Fresh ,4983
414,1,Milk ,4859
414,1,Grocery ,6633
414,1,Frozen ,17866
414,1,Deli ,2435
414,1,Detergents ,912
415,1,Fresh ,5969
415,1,Milk ,1990
415,1,Grocery ,3417
415,1,Frozen ,5679
415,1,Deli ,290
415,1,Detergents ,1135
416,2,Fresh ,7842
416,2,Milk ,6046
416,2,Grocery ,8552
416,2,Frozen ,1691
416,2,Deli ,1874
416,2,Detergents ,3540
417,2,Fresh ,4389
417,2,Milk ,10940
417,2,Grocery ,10908
417,2,Frozen ,848
417,2,Deli ,993
417,2,Detergents ,6728
418,1,Fresh ,5065
418,1,Milk ,5499
418,1,Grocery ,11055
418,1,Frozen ,364
418,1,Deli ,1063
418,1,Detergents ,3485
419,2,Fresh ,660
419,2,Milk ,8494
419,2,Grocery ,18622
419,2,Frozen ,133
419,2,Deli ,776
419,2,Detergents ,6740
420,1,Fresh ,8861
420,1,Milk ,3783
420,1,Grocery ,2223
420,1,Frozen ,633
420,1,Deli ,1521
420,1,Detergents ,1580
421,1,Fresh ,4456
421,1,Milk ,5266
421,1,Grocery ,13227
421,1,Frozen ,25
421,1,Deli ,1393
421,1,Detergents ,6818
422,2,Fresh ,17063
422,2,Milk ,4847
422,2,Grocery ,9053
422,2,Frozen ,1031
422,2,Deli ,1784
422,2,Detergents ,3415
423,1,Fresh ,26400
423,1,Milk ,1377
423,1,Grocery ,4172
423,1,Frozen ,830
423,1,Deli ,1218
423,1,Detergents ,948
424,2,Fresh ,17565
424,2,Milk ,3686
424,2,Grocery ,4657
424,2,Frozen ,1059
424,2,Deli ,668
424,2,Detergents ,1803
425,2,Fresh ,16980
425,2,Milk ,2884
425,2,Grocery ,12232
425,2,Frozen ,874
425,2,Deli ,249
425,2,Detergents ,3213
426,1,Fresh ,11243
426,1,Milk ,2408
426,1,Grocery ,2593
426,1,Frozen ,15348
426,1,Deli ,1886
426,1,Detergents ,108
427,1,Fresh ,13134
427,1,Milk ,9347
427,1,Grocery ,14316
427,1,Frozen ,3141
427,1,Deli ,1894
427,1,Detergents ,5079
428,1,Fresh ,31012
428,1,Milk ,16687
428,1,Grocery ,5429
428,1,Frozen ,15082
428,1,Deli ,1163
428,1,Detergents ,439
429,1,Fresh ,3047
429,1,Milk ,5970
429,1,Grocery ,4910
429,1,Frozen ,2198
429,1,Deli ,317
429,1,Detergents ,850
430,1,Fresh ,8607
430,1,Milk ,1750
430,1,Grocery ,3580
430,1,Frozen ,47
430,1,Deli ,2501
430,1,Detergents ,84
431,1,Fresh ,3097
431,1,Milk ,4230
431,1,Grocery ,16483
431,1,Frozen ,575
431,1,Deli ,2080
431,1,Detergents ,241
432,1,Fresh ,8533
432,1,Milk ,5506
432,1,Grocery ,5160
432,1,Frozen ,13486
432,1,Deli ,1498
432,1,Detergents ,1377
433,1,Fresh ,21117
433,1,Milk ,1162
433,1,Grocery ,4754
433,1,Frozen ,269
433,1,Deli ,395
433,1,Detergents ,1328
434,1,Fresh ,1982
434,1,Milk ,3218
434,1,Grocery ,1493
434,1,Frozen ,1541
434,1,Deli ,1449
434,1,Detergents ,356
435,1,Fresh ,16731
435,1,Milk ,3922
435,1,Grocery ,7994
435,1,Frozen ,688
435,1,Deli ,838
435,1,Detergents ,2371
436,1,Fresh ,29703
436,1,Milk ,12051
436,1,Grocery ,16027
436,1,Frozen ,13135
436,1,Deli ,2204
436,1,Detergents ,182
437,1,Fresh ,39228
437,1,Milk ,1431
437,1,Grocery ,764
437,1,Frozen ,4510
437,1,Deli ,2346
437,1,Detergents ,93
438,2,Fresh ,14531
438,2,Milk ,15488
438,2,Grocery ,30243
438,2,Frozen ,437
438,2,Deli ,1867
438,2,Detergents ,14841
439,1,Fresh ,10290
439,1,Milk ,1981
439,1,Grocery ,2232
439,1,Frozen ,1038
439,1,Deli ,2125
439,1,Detergents ,168
440,1,Fresh ,2787
440,1,Milk ,1698
440,1,Grocery ,2510
440,1,Frozen ,65
440,1,Deli ,52
440,1,Detergents ,477
